UniqueCount	AmbigCount
0	14
0	4
0	3
0	0
0	1
0	9
0	2
0	9
0	8
0	0
0	3
0	0
1	6
0	1
5	5
0	3
1	8
0	3
0	0
0	2
9	21
0	24
0	5
0	24
324	42
0	24
3	79
0	5
2	8
0	2
0	4
0	3
0	16
1	16
0	7
0	10
0	1
98	18
0	1
0	0
0	0
0	5
0	0
0	1
0	1
0	3
8	6
1	18
0	3
0	1
26	1
0	17
0	12
0	48
0	31
0	11
1	9
2	22
0	30
0	9
1	27
0	38
2	27
4	9
1	15
0	34
2	14
0	2
0	3
0	4
0	30
0	2
0	0
0	3
2	0
0	1
2	5
0	1
0	0
0	2
0	6
1	9
0	10
0	2
0	1
0	0
0	1
7	16
3	50
2	134
1	0
0	14
0	0
12	39
0	16
1	4
0	7
4	176
0	21
0	3
1	2
0	1
0	1
0	13
0	14
0	0
0	2
5	2
0	1
0	0
7	1
0	1
0	0
1	0
1	0
0	1
0	1
0	2
0	20
0	1
0	1
6	19
0	19
0	0
0	1
0	2
16	3
0	2
0	1
0	3
0	0
0	0
0	4
0	3
0	3
0	3
3	2
0	0
1	2
2	1
7	20
0	11
0	15
0	0
0	0
0	0
1	5
2	1
1	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	3
2	6
0	0
0	1
1	7
0	0
0	0
0	0
0	0
0	0
1	6
0	6
0	4
0	0
0	4
0	0
0	0
0	0
0	0
0	2
0	0
0	2
0	0
0	1
0	0
0	1
1	0
0	0
0	2
0	4
0	0
0	0
0	0
0	0
0	0
2	3
0	2
2	0
0	0
0	7
2	8
0	7
0	0
0	5
0	3
0	0
2	1
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	2
0	2
1	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	1
0	0
0	0
0	0
0	0
0	0
1	5
1	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	1
0	1
0	0
0	5
0	8
0	8
3	3
0	3
0	3
0	2
1	0
0	0
0	0
0	0
0	0
0	0
9	2
0	22
0	22
0	22
0	20
0	22
0	18
0	17
4	2
0	18
0	16
0	5
0	14
0	16
0	12
0	12
0	10
0	2
1	2
2	2
0	1
4	0
0	0
0	1
0	1
1	0
0	0
0	0
0	0
0	0
0	0
0	3
0	4
0	1
0	2
0	1
0	0
0	0
0	0
0	1
0	1
2	2
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	6
0	6
0	6
0	1
0	6
0	0
0	6
0	6
5	18
0	5
0	6
0	6
0	6
0	4
0	4
0	6
0	2
0	0
0	0
0	6
0	0
0	2
0	2
0	3
0	2
0	2
0	1
0	3
0	5
0	3
0	3
0	2
0	2
0	2
0	2
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	13
0	7
1	10
0	12
0	40
0	17
0	10
0	15
0	23
0	12
0	10
0	7
0	1
0	4
0	2
0	15
0	2
0	3
2	2
2	3
0	1
0	2
0	2
0	0
0	0
0	2
0	2
0	1
0	10
0	2
2	10
1	8
2	11
0	8
0	1
15	95
0	8
1	8
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
7	20
0	0
0	0
0	4
8	7
0	1
2	10
